EVENT,CURRENT_STATE,NEXT_STATE,NEXT_MODE
MASTER_FOLLOW_RANGE,FEAR,FEAR,__MAX_
MASTER_FOLLOW_RANGE,UNCARING,FEAR,__MAX_
MASTER_FOLLOW_RANGE,ANNOYED,FEAR,__MAX_
MASTER_FOLLOW_RANGE,RAGE,FEAR,__MAX_
MASTER_FOLLOW_RANGE,BERSERK,FEAR,__MAX_
MASTER_WARP_RANGE,REST,FEAR,__MAX_
MASTER_WARP_RANGE,FEAR,FEAR,__MAX_
MASTER_WARP_RANGE,UNCARING,FEAR,__MAX_
MASTER_WARP_RANGE,ANNOYED,FEAR,__MAX_
MASTER_WARP_RANGE,RAGE,FEAR,__MAX_
MASTER_WARP_RANGE,BERSERK,FEAR,__MAX_
COMPULSION_UNDERATTACK,REST,BERSERK,MELEE_ATTACK
COMPULSION_UNDERATTACK,FEAR,BERSERK,MELEE_ATTACK
COMPULSION_UNDERATTACK,UNCARING,BERSERK,MELEE_ATTACK
COMPULSION_UNDERATTACK,ANNOYED,BERSERK,MELEE_ATTACK
COMPULSION_UNDERATTACK,RAGE,BERSERK,MELEE_ATTACK
COMPULSION_UNDERATTACK,BERSERK,BERSERK,MELEE_ATTACK
COMPULSION_STOP,REST,UNCARING,__MAX_
COMPULSION_STOP,FEAR,UNCARING,__MAX_
COMPULSION_STOP,UNCARING,UNCARING,__MAX_
COMPULSION_STOP,ANNOYED,UNCARING,__MAX_
COMPULSION_STOP,RAGE,UNCARING,__MAX_
COMPULSION_STOP,BERSERK,UNCARING,__MAX_
