EVENT,CURRENT_STATE,NEXT_STATE,NEXT_MODE
MASTER_BLOCKING,FEAR,RAGE,MELEE_ATTACK
MASTER_BLOCKING,UNCARING,RAGE,MELEE_ATTACK
MASTER_BLOCKING,ANNOYED,RAGE,MELEE_ATTACK
MASTER_BLOCKING,RAGE,RAGE,MELEE_ATTACK
MASTER_BLOCKING,BERSERK,RAGE,MELEE_ATTACK
MASTER_BLOCKED,REST,RAGE,MELEE_ATTACK
MASTER_BLOCKED,FEAR,RAGE,MELEE_ATTACK
MASTER_BLOCKED,UNCARING,RAGE,MELEE_ATTACK
MASTER_BLOCKED,ANNOYED,RAGE,MELEE_ATTACK
MASTER_BLOCKED,RAGE,RAGE,MELEE_ATTACK
MASTER_BLOCKED,BERSERK,RAGE,MELEE_ATTACK
MASTER_SLIDE,REST,RAGE,MELEE_ATTACK
MASTER_SLIDE,FEAR,RAGE,MELEE_ATTACK
MASTER_SLIDE,UNCARING,RAGE,MELEE_ATTACK
MASTER_SLIDE,ANNOYED,RAGE,MELEE_ATTACK
MASTER_SLIDE,RAGE,RAGE,MELEE_ATTACK
MASTER_SLIDE,BERSERK,BERSERK,MELEE_ATTACK
MASTER_FOLLOW_RANGE,REST,FEAR,EXPLORE
MASTER_FOLLOW_RANGE,FEAR,FEAR,EXPLORE
MASTER_FOLLOW_RANGE,UNCARING,FEAR,EXPLORE
MASTER_FOLLOW_RANGE,ANNOYED,FEAR,EXPLORE
MASTER_FOLLOW_RANGE,RAGE,FEAR,EXPLORE
MASTER_FOLLOW_RANGE,BERSERK,FEAR,EXPLORE
MASTER_WARP_RANGE,REST,FEAR,EXPLORE
MASTER_WARP_RANGE,FEAR,FEAR,EXPLORE
MASTER_WARP_RANGE,UNCARING,FEAR,EXPLORE
MASTER_WARP_RANGE,ANNOYED,FEAR,EXPLORE
MASTER_WARP_RANGE,RAGE,FEAR,EXPLORE
MASTER_WARP_RANGE,BERSERK,FEAR,EXPLORE
COMPULSION_UNDERATTACK,REST,BERSERK,MELEE_ATTACK
COMPULSION_UNDERATTACK,FEAR,BERSERK,MELEE_ATTACK
COMPULSION_UNDERATTACK,UNCARING,BERSERK,MELEE_ATTACK
COMPULSION_UNDERATTACK,ANNOYED,BERSERK,MELEE_ATTACK
COMPULSION_UNDERATTACK,RAGE,BERSERK,MELEE_ATTACK
COMPULSION_UNDERATTACK,BERSERK,BERSERK,MELEE_ATTACK
COMPULSION_STOP,REST,UNCARING,EXPLORE
COMPULSION_STOP,FEAR,UNCARING,EXPLORE
COMPULSION_STOP,UNCARING,UNCARING,EXPLORE
COMPULSION_STOP,ANNOYED,UNCARING,EXPLORE
COMPULSION_STOP,RAGE,UNCARING,EXPLORE
COMPULSION_STOP,BERSERK,UNCARING,EXPLORE
