EVENT,CURRENT_STATE,NEXT_STATE,NEXT_MODE
PERSUIT_IN,BERSERK,BERSERK,EXPLORE
PERSUIT_OUT,REST,FEAR,EXPLORE
PERSUIT_OUT,FEAR,FEAR,EXPLORE
PERSUIT_OUT,UNCARING,FEAR,EXPLORE
PERSUIT_OUT,ANNOYED,FEAR,EXPLORE
PERSUIT_OUT,RAGE,FEAR,EXPLORE
PERSUIT_OUT,BERSERK,FEAR,EXPLORE
MELEE_ATTACK_IN,REST,ANNOYED,EXPLORE
MELEE_ATTACK_IN,FEAR,ANNOYED,EXPLORE
MELEE_ATTACK_IN,UNCARING,ANNOYED,EXPLORE
MELEE_ATTACK_IN,ANNOYED,ANNOYED,EXPLORE
MELEE_ATTACK_IN,RAGE,RAGE,EXPLORE
MELEE_ATTACK_IN,BERSERK,BERSERK,EXPLORE
MELEE_ATTACK_OUT,REST,REST,EXPLORE
MELEE_ATTACK_OUT,FEAR,REST,EXPLORE
MELEE_ATTACK_OUT,UNCARING,REST,EXPLORE
MELEE_ATTACK_OUT,ANNOYED,BERSERK,EXPLORE
MELEE_ATTACK_OUT,RAGE,BERSERK,EXPLORE
MELEE_ATTACK_OUT,BERSERK,BERSERK,EXPLORE
RANGE_ATTACK_IN,REST,BERSERK,EXPLORE
RANGE_ATTACK_IN,FEAR,BERSERK,EXPLORE
RANGE_ATTACK_IN,UNCARING,BERSERK,EXPLORE
RANGE_ATTACK_IN,ANNOYED,BERSERK,EXPLORE
RANGE_ATTACK_IN,RAGE,BERSERK,EXPLORE
RANGE_ATTACK_IN,BERSERK,BERSERK,EXPLORE
RANGE_ATTACK_OUT,REST,REST,EXPLORE
RANGE_ATTACK_OUT,FEAR,REST,EXPLORE
RANGE_ATTACK_OUT,UNCARING,REST,EXPLORE
RANGE_ATTACK_OUT,ANNOYED,REST,EXPLORE
RANGE_ATTACK_OUT,RAGE,REST,EXPLORE
RANGE_ATTACK_OUT,BERSERK,REST,EXPLORE
MASTER_UNDER_ATTACK,REST,BERSERK,EXPLORE
MASTER_UNDER_ATTACK,FEAR,BERSERK,EXPLORE
MASTER_UNDER_ATTACK,UNCARING,BERSERK,EXPLORE
MASTER_UNDER_ATTACK,ANNOYED,BERSERK,EXPLORE
MASTER_UNDER_ATTACK,RAGE,BERSERK,EXPLORE
MASTER_UNDER_ATTACK,BERSERK,BERSERK,EXPLORE
MASTER_DEFEAT,REST,RAGE,EXPLORE
MASTER_DEFEAT,FEAR,RAGE,EXPLORE
MASTER_DEFEAT,UNCARING,RAGE,EXPLORE
MASTER_DEFEAT,ANNOYED,RAGE,EXPLORE
MASTER_DEFEAT,RAGE,RAGE,EXPLORE
MASTER_DEFEAT,BERSERK,RAGE,EXPLORE
MASTER_BLOCKING,REST,RAGE,EXPLORE
MASTER_BLOCKING,FEAR,RAGE,EXPLORE
MASTER_BLOCKING,UNCARING,RAGE,EXPLORE
MASTER_BLOCKING,ANNOYED,RAGE,EXPLORE
MASTER_BLOCKING,RAGE,RAGE,EXPLORE
MASTER_BLOCKING,BERSERK,RAGE,EXPLORE
MASTER_BLOCKED,REST,RAGE,EXPLORE
MASTER_BLOCKED,FEAR,RAGE,EXPLORE
MASTER_BLOCKED,UNCARING,RAGE,EXPLORE
MASTER_BLOCKED,ANNOYED,RAGE,EXPLORE
MASTER_BLOCKED,RAGE,RAGE,EXPLORE
MASTER_BLOCKED,BERSERK,RAGE,EXPLORE
MASTER_SLIDE,REST,RAGE,EXPLORE
MASTER_SLIDE,FEAR,RAGE,EXPLORE
MASTER_SLIDE,UNCARING,RAGE,EXPLORE
MASTER_SLIDE,ANNOYED,RAGE,EXPLORE
MASTER_SLIDE,RAGE,RAGE,EXPLORE
MASTER_SLIDE,BERSERK,BERSERK,EXPLORE
MASTER_FOLLOW_RANGE,REST,FEAR,EXPLORE
MASTER_FOLLOW_RANGE,FEAR,FEAR,EXPLORE
MASTER_FOLLOW_RANGE,UNCARING,FEAR,EXPLORE
MASTER_FOLLOW_RANGE,ANNOYED,FEAR,EXPLORE
MASTER_FOLLOW_RANGE,RAGE,FEAR,EXPLORE
MASTER_FOLLOW_RANGE,BERSERK,FEAR,EXPLORE
MASTER_WARP_RANGE,REST,FEAR,EXPLORE
MASTER_WARP_RANGE,FEAR,FEAR,EXPLORE
MASTER_WARP_RANGE,UNCARING,FEAR,EXPLORE
MASTER_WARP_RANGE,ANNOYED,FEAR,EXPLORE
MASTER_WARP_RANGE,RAGE,FEAR,EXPLORE
MASTER_WARP_RANGE,BERSERK,FEAR,EXPLORE
COMPULSION_UNDERATTACK,REST,BERSERK,EXPLORE
COMPULSION_UNDERATTACK,FEAR,BERSERK,EXPLORE
COMPULSION_UNDERATTACK,UNCARING,BERSERK,EXPLORE
COMPULSION_UNDERATTACK,ANNOYED,BERSERK,EXPLORE
COMPULSION_UNDERATTACK,RAGE,BERSERK,EXPLORE
COMPULSION_UNDERATTACK,BERSERK,BERSERK,EXPLORE
COMPULSION_STOP,REST,UNCARING,EXPLORE
COMPULSION_STOP,FEAR,UNCARING,EXPLORE
COMPULSION_STOP,UNCARING,UNCARING,EXPLORE
COMPULSION_STOP,ANNOYED,UNCARING,EXPLORE
COMPULSION_STOP,RAGE,UNCARING,EXPLORE
COMPULSION_STOP,BERSERK,UNCARING,EXPLORE
