QuestIndex,TextFileName
2051,Quest_02051_Bebero_farmland.csv
2061,Quest_02061_Pablos_asking.csv
2071,Quest_02071_LetterToMilitia_Loa.csv
2072,Quest_02072_LetterToMilitia_Loa.csv
2081,Quest_02081_Trust_Jericho.csv
2082,Quest_02082_Trust_Jericho.csv
2091,Quest_02091_Carmen_ToBebero.csv
2096,Quest_02096_Gerard_ToPablos.csv
2101,Quest_02101_Reading_Master.csv
2102,Quest_02102_Reading_Master.csv
2103,Quest_02103_Reading_Master.csv
2104,Quest_02104_Reading_Master.csv
2105,Quest_02105_Reading_Master.csv
2106,Quest_02106_Reading_Master.csv
2111,Quest_02111_Reading_Master.csv
2112,Quest_02112_Reading_Master.csv
2113,Quest_02113_Reading_Master.csv
2114,Quest_02114_Reading_Master.csv
2115,Quest_02115_Reading_Master.csv
2116,Quest_02116_Reading_Master.csv
2121,Quest_02121_Merchant_Braiken.csv
2122,Quest_02122_Merchant_Braiken.csv
2123,Quest_02123_Merchant_Braiken.csv
2124,Quest_02124_Merchant_Braiken.csv
2126,Quest_02126_Merchant_Braiken.csv
2127,Quest_02127_Merchant_Braiken.csv
2128,Quest_02128_Merchant_Braiken.csv
2129,Quest_02129_Merchant_Braiken.csv
2131,Quest_02131_Merchant_Braiken.csv
2132,Quest_02132_Merchant_Braiken.csv
2133,Quest_02133_Merchant_Braiken.csv
2134,Quest_02134_Merchant_Braiken.csv
2136,Quest_02136_Merchant_Braiken.csv
2137,Quest_02137_Merchant_Braiken.csv
2138,Quest_02138_Merchant_Braiken.csv
2139,Quest_02139_Merchant_Braiken.csv
2141,Quest_02141_Merchant_Braiken.csv
2142,Quest_02142_Merchant_Braiken.csv
2143,Quest_02143_Merchant_Braiken.csv
2144,Quest_02144_Merchant_Braiken.csv
2146,Quest_02146_Merchant_Braiken.csv
2147,Quest_02147_Merchant_Braiken.csv
2148,Quest_02148_Merchant_Braiken.csv
2149,Quest_02149_Merchant_Braiken.csv
2151,Quest_02151_Merchant_Loa.csv
2152,Quest_02152_Merchant_Loa.csv
2153,Quest_02153_Merchant_Loa.csv
2154,Quest_02154_Merchant_Loa.csv
2156,Quest_02156_Merchant_Loa.csv
2157,Quest_02157_Merchant_Loa.csv
2158,Quest_02158_Merchant_Loa.csv
2159,Quest_02159_Merchant_Loa.csv
2161,Quest_02161_Merchant_Loa.csv
2162,Quest_02162_Merchant_Loa.csv
2163,Quest_02163_Merchant_Loa.csv
2164,Quest_02164_Merchant_Loa.csv
2166,Quest_02166_Merchant_Loa.csv
2167,Quest_02167_Merchant_Loa.csv
2168,Quest_02168_Merchant_Loa.csv
2169,Quest_02169_Merchant_Loa.csv
2171,Quest_02171_Merchant_Loa.csv
2172,Quest_02172_Merchant_Loa.csv
2173,Quest_02173_Merchant_Loa.csv
2174,Quest_02174_Merchant_Loa.csv
2176,Quest_02176_Merchant_Loa.csv
2177,Quest_02177_Merchant_Loa.csv
2178,Quest_02178_Merchant_Loa.csv
2179,Quest_02179_Merchant_Loa.csv
2181,Quest_02181_Fishing.csv
2186,Quest_02186_Fishing_Lodebar.csv
2191,Quest_02191_AresMaze_adrian.csv
2196,Quest_02196_MortMaze_Julien.csv
2201,Quest_02201_Logbook_Survey.csv
2202,Quest_02202_Logbook_Survey.csv
2203,Quest_02203_Logbook_Survey.csv
2211,Quest_02211_Soul_Stone.csv
2212,Quest_02212_Soul_Stone.csv
2213,Quest_02213_Soul_Stone.csv
2214,Quest_02214_Soul_Stone.csv
2221,Quest_02221_Soul_Blood.csv
2231,Quest_02231_Dark_Stone.csv
2241,Quest_02241_Shadow_NIght.csv
2251,Quest_02251_Shadow_NIght.csv
2261,Quest_02261_Shadow_NIght.csv
2271,Quest_02271_Secret_Darkness.csv
2281,Quest_02281_Resurrection.csv
2291,Quest_02291_Requital.csv
2296,Quest_02296_Info_Hellon.csv
4990,Quest_04990_ToMaze.csv
4991,Quest_04991_ToElifea.csv
4992,Quest_04992_ToAquarius.csv
5011,Request_05011_10_Rangrama.csv
5021,Request_05021_12_Devilworker_nail.csv
5031,Request_05031_12_Aramon.csv
5041,Request_05041_14_Lizardman.csv
5051,Request_05051_18_Mantis.csv
5061,Request_05061_23_Myria.csv
5071,Request_05071_28_KUNDA.csv
5081,Request_05081_29_SKELETONWARRIOR.csv
5091,Request_05091_33_BLADEMASTER.csv
5101,Request_05101_34_EAGERHAND.csv
5111,Request_05111_5_SPIDER_SOUL.csv
5121,Request_05121_5_MORLOCK.csv
5131,Request_05131_30_FREEZEKHAN.csv
5141,Request_05141_Qilue_Liana.csv
5151,Request_05151_Yoshima Diamechy.csv
7251,Request_07251_40_shrine.csv
7261,Request_07261_38_shrine1.csv
7271,Request_07271_54_shrine3.csv
7281,Request_07281_50_shrine2.csv
7291,Request_07291_51_VENOMOUS_POISON.csv
7301,Request_07301_44_MERCENARY.csv
7311,Request_07311_63_IVORY.csv
7321,Request_07321_68_CLAY_CORNU.csv
7331,Request_07331_69_DESERT_REPTILIA.csv
7341,Request_07341_76_GOMEISA..csv
7351,Request_07351_52_VALKYRIE.csv
7361,Request_07361_55_SUCCUBUS.csv
9301,Request_09301_80_Raker.csv
9311,Request_09311_80_Shock.csv
9021,Request_09021_100_Teacher.csv
9031,Request_09031_100_Summoner.csv
9101,Request_09101_82_wing.csv
9111,Request_09111_86_food.csv
9201,Request_09201_80_Seaman.csv
9121,Request_09121_80_leaf.csv
9131,Request_09131_94_dark.csv
9141,Request_09141_94_mon.csv
9151,Request_09151_101_Arrow.csv
9161,Request_09161_101_Iron.csv
9211,Request_09211_80_eye.csv
9221,Request_09221_92_turncoat.csv
9231,Request_09231_98_soul.csv
9241,Request_09241_99_knight.csv
9321,Request_09321_105_CETUS_FIGHTER2.csv
9331,Request_09331_110_dan.csv
9341,Request_09341_102_Alderamin.csv
9351,Request_09351_115_SAFE_ROUTE.csv
11010,Dungeon_11010_Deneb.csv
10000,Quest_10000_Unlock.csv
10201,Quest_10201_B_Event_Chuseok.csv
10301,Quest_10301_L_Event_Chuseok.csv
11000,Quest_11000_WayToCrespo.csv
12000,Quest_12000_Free.csv
13000,Quest_13000_SubChao.csv
14000,Quest_14000_Permission.csv
15000,Quest_15000_PathToPython2.csv
15100,Quest_15100_To_highland.csv
15110,Quest_15110_To_Aquraibossin.csv
15120,Quest_15120_To_Aquraibossout.csv
15150,Quest_15150_BossWarp_Aquarius.csv
15401,Quest_15401_SupplyPoint.csv
15501,Quest_15501_SupplyPoint.csv
15601,Quest_15601_Shrine_donation.csv
15611,Quest_15611_Shrine_donation.csv
15621,Quest_15621_Sanctum_explantion.csv
15631,Quest_15631_B_MoveChange.csv
15641,Quest_15641_L_MoveChange.csv
15651,Quest_15651_B_FiumaChange.csv
15661,Quest_15661_L_FiumaChange.csv
15671,Quest_15671_B_SpecialChange.csv
15681,Quest_15681_L_SpecialChange.csv
10100,Quest_10100_OreadRoom.csv
9999,Request_09999_110_dan.csv
