Creature,ITEM,,,,,,,,,,,,,,
Index,50002,,,,,,,,,,,,,,
Skeleton,Item\Armor\WIng\SWD_EQU_WIN.skel,,,,,,,,,,,,,,

Style,Action,Index,Animation,Start_Inter,End_Inter,TimeLength,Swing,Strike,Timing,Split,Timing2,Freeze,Effect,CancelTime,DefaultAction
15,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
15,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
16,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
16,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
16,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
16,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
16,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
16,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
16,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
17,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
17,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
17,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
17,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
17,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
17,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
17,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
18,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
18,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
18,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
18,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
18,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
18,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
18,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
19,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
19,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
19,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
19,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
19,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
19,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
19,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
20,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
20,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
20,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
20,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
20,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
20,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
20,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
23,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
23,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
23,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
23,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
23,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
23,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
23,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
23,OPENFISHING,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
23,OPENFISHING,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
23,CLOSEFISHING,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
23,CLOSEFISHING,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
23,CLOSEFISHING,2,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
23,FISHFIGHTING,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
23,FISHFIGHTING,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
