39338.58,Name,Rank,Material,Level,MaxHP,HPRecovery,Defence_Min,Defence_Max,GuardRate,GuardEfficiency,BlockRate,PhysicalResist,LightResist,FireResist,IceResist,PoisonResist,CurseResist,WalkSpeed,RunSpeed,BloodInfo,CuttingInfo,ShapeInfo,DescriptionInfo,Exp,Money_Min,Money_Max,Money_Rate,AIKey,ChaoticLevel,MaxItemSet,DefeatLength_Upper,DefeatLength_Lower,DefeatLength_Left,DefeatLength_Right,DefeatDamage_Min,DefeatDamage_Max,AttackMaterial_Melee,AttackDamage_Min_Melee,AttackDamage_Max_Melee,AbsoluteDamage_Min_Melee,AbsoluteDamage_Max_Melee,CellRange_Melee,AttackDelay_Melee,ResultCode_Melee,ResultValue_Melee_1,ResultValue_Melee_2,ResultValue_Melee_3,ResultValue_Melee_4,ResultValue_Melee_5,ResultValue_Melee_6,ResultValue_Melee_7,AttackMaterial_Power_Melee,AttackDamage_Min_Power_Melee,AttackDamage_Max_Power_Melee,AbsoluteDamage_Min_Power_Melee,AbsoluteDamage_Max_Power_Melee,CellRange_Power_Melee,AttackDelay_Power_Melee,ResultCode_Power_Melee,ResultValue_Power_Melee_1,ResultValue_Power_Melee_2,ResultValue_Power_Melee_3,ResultValue_Power_Melee_4,ResultValue_Power_Melee_5,ResultValue_Power_Melee_6,ResultValue_Power_Melee_7,AttackMaterial_Special_Melee,AttackDamage_Min_Special_Melee,AttackDamage_Max_Special_Melee,AbsoluteDamage_Min_Special_Melee,AbsoluteDamage_Max_Special_Melee,CellRange_Special_Melee,AttackDelay_Special_Melee,ResultCode_Special_Melee,ResultValue_Special_Melee_1,ResultValue_Special_Melee_2,ResultValue_Special_Melee_3,ResultValue_Special_Melee_4,ResultValue_Special_Melee_5,ResultValue_Special_Melee_6,ResultValue_Special_Melee_7,AttackMaterial_Range,AttackDamage_Min_Range,AttackDamage_Max_Range,AbsoluteDamage_Min_Range,AbsoluteDamage_Max_Range,CellRange_Range,AttackDelay_Range,ResultCode_Range,ResultValue_Range_1,ResultValue_Range_2,ResultValue_Range_3,ResultValue_Range_4,ResultValue_Range_5,ResultValue_Range_6,ResultValue_Range_7,AttackMaterial_Power_Range,AttackDamage_Min_Power_Range,AttackDamage_Max_Power_Range,AbsoluteDamage_Min_Power_Range,AbsoluteDamage_Max_Power_Range,CellRange_Power_Range,AttackDelay_Power_Range,ResultCode_Power_Range,ResultValue_Power_Range_1,ResultValue_Power_Range_2,ResultValue_Power_Range_3,ResultValue_Power_Range_4,ResultValue_Power_Range_5,ResultValue_Power_Range_6,ResultValue_Power_Range_7,AttackMaterial_Special__Range,AttackDamage_Min_Special__Range,AttackDamage_Max_Special__Range,AbsoluteDamage_Min_Special__Range,AbsoluteDamage_Max_Special__Range,CellRange_Special__Range,AttackDelay_Special__Range,ResultCode_Special__Range,ResultValue_Special__Range_1,ResultValue_Special__Range_2,ResultValue_Special__Range_3,ResultValue_Special__Range_4,ResultValue_Special__Range_5,ResultValue_Special__Range_6,ResultValue_Special__Range_7,AttackMaterial_Heal,AttackDamage_Min_Heal,AttackDamage_Max_Heal,AbsoluteDamage_Min_Heal,AbsoluteDamage_Max_Heal,CellRange_Heal,AttackDelay_Heal,ResultCode_Heal,ResultValue_Heal_1,ResultValue_Heal_2,ResultValue_Heal_3,ResultValue_Heal_4,ResultValue_Heal_5,ResultValue_Heal_6,ResultValue_Heal_7,AttackMaterial_Revive,AttackDamage_Min_Revive,AttackDamage_Max_Revive,AbsoluteDamage_Min_Revive,AbsoluteDamage_Max_Revive,CellRange_Revive,AttackDelay_Revive,ResultCode_Revive,ResultValue_Revive_1,ResultValue_Revive_2,ResultValue_Revive_3,ResultValue_Revive_4,ResultValue_Revive_5,ResultValue_Revive_6,ResultValue_Revive_7,ItemSetIndex_1,ItemSetDropRatio_1,ItemSetIndex_2,ItemSetDropRatio_2,ItemSetIndex_3,ItemSetDropRatio_3,ItemSetIndex_4,ItemSetDropRatio_4,ItemSetIndex_5,ItemSetDropRatio_5,ItemSetIndex_6,ItemSetDropRatio_6,ItemSetIndex_7,ItemSetDropRatio_7,ItemSetIndex_8,ItemSetDropRatio_8,ItemSetIndex_9,ItemSetDropRatio_9,ItemSetIndex_10,ItemSetDropRatio_10,ItemSetIndex_11,ItemSetDropRatio_11,ItemSetIndex_12,ItemSetDropRatio_12,ItemSetIndex_13,ItemSetDropRatio_13,ItemSetIndex_14,ItemSetDropRatio_14,ItemSetIndex_15,ItemSetDropRatio_15,Width
302,òáòæÕ½Ê¿,0,18,18,1992,0,88,126,15,50,2,0,0,0,0,0,0,1.3,3.6,1,1,lizardmanknight,??????,5910,1350,1850,35000,5,1,1,100,65,85,85,2,18,3,190,238,8,19,2,2300,1000101,0,0,0,0,0,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,600,4086,300,7,645,8,645,9,538,10,323,102,574,103,574,104,478,104,287,502,4,400,72,201,1032,450,168,0,0,0
303,¾òÊ¬³æ,0,23,25,3207,0,123,176,10,50,2,0,0,0,0,0,0,2.7,4.5,2,2,myria,??????,8640,2450,3350,35000,4,1,2,130,98,95,95,3,20,23,267,334,11,25,2,2300,1000101,0,0,0,0,0,0,0,0,0,0,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,600,4086,300,9,592,10,592,10,493,11,296,103,526,104,526,105,438,105,263,502,4,401,66,203,947,451,154,0,0,0
304,÷¼÷ÃÉäÊÖ,0,20,25,3563,0,123,177,10,70,1,0,0,5,0,0,0,1,3,0,1,skeletonarcher,??????,9420,2450,3350,35000,6,1,2,115,90,80,80,3,20,0,188,269,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,163,234,11,25,14,3600,3000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,600,4086,300,0,0,10,296,11,592,12,493,0,0,104,263,105,526,106,438,502,4,401,66,202,947,451,154,0,0,0
305,Ö©Öë»Êºó,0,23,28,6793,0,138,198,10,50,2,0,5,5,5,35,5,1.8,3.5,2,3,spiderqueen,??????,9810,3050,4150,35000,5,1,2,140,85,90,90,3,20,23,300,376,12,28,2,1904,1000101,0,0,0,0,0,0,0,0,0,0,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4086,300,12,580,13,580,14,484,15,290,104,516,105,516,105,430,106,258,502,4,401,65,204,928,450,151,0,0,0
401,¶ñÁéÖ©Öë,0,25,8,735,0,42,60,10,50,1,0,0,0,0,0,0,1,3.2,0,3,spidersoul,??????,2190,400,550,62500,2,1,1,130,105,100,100,3,20,23,87,109,4,9,2,1917,1000101,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,1200,4086,300,3,659,4,659,5,549,6,330,100,586,101,586,102,488,102,293,501,4,400,59,0,0,450,171,0,0,0
402,÷¼÷ÃÕ½Ê¿,0,20,21,2751,0,102,147,10,50,2,0,0,5,0,0,0,1.1,4.5,0,1,skeletonknight,??????,7740,1800,2450,35000,4,1,2,120,92,104,104,2,18,3,222,278,9,21,2,2460,1000101,0,0,0,0,0,0,0,0,0,0,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,600,4086,300,0,0,10,304,11,607,12,506,0,0,104,270,105,540,106,450,502,4,401,68,201,971,450,158,0,0,0
501,µØÓüÄ§Å£,0,18,55,13588,0,296,423,10,50,2,0,0,5,0,0,0,2.2,5,1,1,lupain,??????,33570,11350,15350,35000,5,1,3,150,110,112,112,3,20,1,634,793,23,53,3,1800,1000101,0,0,0,0,0,0,0,0,0,0,23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4086,300,0,0,23,212,24,424,25,354,0,0,109,189,110,377,111,314,502,4,403,48,209,679,451,110,0,0,0
502,µØÓüÅ«ÆÍ,0,18,35,6097,0,176,252,18,70,2,0,0,0,5,0,0,1.1,2.5,1,1,sasquach,??????,12540,4700,6350,35000,4,1,2,110,75,90,90,2,18,1,382,478,15,35,2,2200,1000101,0,0,0,0,0,0,0,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4086,300,0,0,14,527,15,439,16,264,0,0,105,468,106,390,107,234,502,4,401,59,204,843,451,137,0,0,0
503,µØÓüÁìÖ÷,0,23,32,5258,0,160,229,10,70,1,0,0,40,0,0,0,2.8,4.1,1,2,lordkunda,??????,12180,3950,5350,35000,3,1,2,130,105,110,110,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,303,14,32,14,2823,3000001,201,256,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4086,300,0,0,13,269,14,538,15,449,0,0,108,240,107,479,108,399,502,4,401,60,202,861,450,140,0,0,0
504,µØÓüÊØÎÀ,0,18,38,7006,0,193,276,10,50,2,0,0,0,5,0,0,1.4,3.7,1,1,freezekhan,??????,13710,5500,7450,35000,4,1,2,90,80,61,61,2,18,9,418,523,16,37,2,2358,1000101,0,0,0,0,0,0,0,0,0,0,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4086,300,0,0,14,516,17,430,18,258,0,0,108,458,109,382,110,229,502,4,401,58,207,825,450,134,0,0,0
505,»ÙÃðÕß,0,18,47,15265,0,245,351,15,50,2,0,0,0,5,0,0,1.4,3.5,1,1,catastrophe,??????,18300,8300,11250,35000,5,1,2,110,100,105,105,3,20,9,529,662,20,46,3,2120,1000101,0,0,0,0,0,0,0,0,0,0,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4086,300,0,0,19,455,20,379,21,228,0,0,108,404,108,337,109,202,502,4,402,51,206,727,450,118,304,20,0
701,¶ñÁé×çÖä,0,23,2,258,0,16,23,5,50,1,0,0,0,0,0,0,1.3,2.5,2,3,blaberus,??????,300,150,250,77500,2,1,1,104,70,50,50,3,20,1,28,36,2,4,2,2000,1000101,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,1200,4086,300,1,708,2,708,2,590,2,354,100,629,100,629,101,524,101,315,0,0,400,63,0,0,450,184,0,0,0
801,ÅÀÐÐòáòæ,0,18,6,556,0,32,47,5,50,1,0,0,0,0,0,0,0.5,2.4,2,2,agama,??????,1530,250,400,67500,2,1,1,90,75,70,70,2,18,1,68,85,3,8,2,1816,1000101,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,1200,4086,300,2,675,3,675,4,563,5,338,100,600,100,600,101,500,102,300,501,4,400,60,0,0,450,175,0,0,0
