PosY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,3,0,0,1,1,0
ItemIndex,2423,2573,2673,2873,2923,2403,3023,2973,2523,3073,3123,3203,3,153,53,203,103,100,503,503,504,255,253,403,303,453,353,503,653,553,703,603,753,903,803,953,853,1003,1153,1053,1203,1103,1253,1403,1303,1453,1353,4001,3803,3805,4648,55503,55003,3803,3803,3809,3805,4012,62005,4023,4033,4046,4324,4340,4337,4640,4627,4632,4637,4922,4937,4953,4928,5222,5236,5242,5523,5537
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,2,2,2,2,4,2,2,2,2,4,2,4,4,4,4,4,4,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,2,2,2,2,2,2,2,0,2,2,2,2,2,0,1,2,1,2,2,2,2,2,2,1,1,2,2,3,1,0
PosY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0,0,3,0,0,1,1,1
ItemIndex,2424,2574,2674,2874,2924,2404,3024,2974,2524,3077,3124,3204,4,154,54,204,104,400,753,753,754,256,254,404,304,454,354,504,654,554,704,604,754,904,804,954,854,1004,1154,1054,1204,1104,1254,1404,1304,1454,1354,3771,3804,3806,4948,55504,55004,3804,3804,3810,3806,4013,62007,4040,4035,4047,4323,4348,4350,4623,4629,4633,4639,4939,4940,4954,4938,5224,5234,5231,5529,5541
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1,1,0,1,0,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,3,3,3,4,6,3,3,3,3,6,3,6,6,6,6,6,6,4,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,3,3,3,3,3,3,3,1,3,3,0,3,2,1,1,3,1,0,3,3,3,3,3,1,1,3,3,2,0,0
PosY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,2,0,0,0,0,0,1,1,0,0,1,2,2
ItemIndex,2425,2575,2675,2875,2925,2405,3025,2975,2525,3074,3125,3205,5,155,55,205,105,399,153,153,199,505,255,405,305,455,355,505,655,555,705,605,755,905,805,955,855,1005,1155,1055,1205,1105,1255,1405,1305,1455,1355,3772,3805,3807,5243,55505,55005,3805,3805,3811,3807,4014,62008,4051,4036,4049,4325,4349,0,4624,4628,4634,4638,4946,4947,0,4950,5225,5233,5232,5524,5542
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,4,4,4,6,8,4,4,4,4,8,4,8,8,8,8,8,8,6,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,4,4,4,4,4,4,4,2,4,4,1,4,0,2,0,4,0,1,4,4,4,4,4,0,2,4,4,4,2,1
PosY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,0,0,2,0,0,0,0,0,0,1,0,0,1,1,2
ItemIndex,2426,2576,2676,2876,2926,2406,3026,2976,2526,3075,3126,3206,6,156,56,206,106,350,403,403,449,506,256,406,306,456,356,506,656,556,706,606,756,906,806,956,856,1006,1156,1056,1206,1106,1256,1406,1306,1456,1356,3786,3806,3808,5544,55501,0,3806,3806,3812,3808,4015,62009,4024,4037,4050,4326,0,0,4644,4641,4642,4643,4955,4956,0,4942,5223,0,5240,5530,5543
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1,1,0,10,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,5,5,5,8,0,5,5,5,5,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,0,0,5,5,3,5,5,2,0,1,2,2,0,0,4,5,5,5,5,5,0,3,5,0,6,1,2
PosY,0,0,0,0,4,0,0,0,0,3,0,2,2,2,2,2,2,6,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,2
ItemIndex,2427,2577,2677,2877,2927,2407,3027,2977,2527,3076,3127,3207,0,0,0,0,0,650,653,653,699,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3787,4001,4001,0,55502,0,3807,3807,3811,4001,4010,62010,4026,4038,4060,4327,0,0,4649,4645,4646,4647,4957,4959,0,4931,5226,0,5241,5525,5534
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,10,0,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,6,6,6,0,2,6,6,6,6,2,6,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,6,0,2,0,0,0,1,3,3,1,0,0,1,6,6,6,4,4,0,2,0,0,7,3,2
PosY,0,0,0,4,4,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,1,0,0,2,1,6,1,2,1,2,1,2,0,0,1,0,0,0,1,1,0,3,1,0,1,1,0
ItemIndex,2428,2578,2678,2878,2928,2408,3028,2978,2528,3078,3128,3208,0,0,0,0,0,649,903,903,949,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3801,3771,3771,0,55503,0,3808,3808,3812,3771,4011,62011,4025,4048,4058,4328,0,0,4654,4650,4651,4652,4958,4960,0,4926,5227,0,5244,5526,5538
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,200,200,0,10,0,1,1,5,200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,7,7,7,2,4,7,7,7,7,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,3,0,1,1,2,4,0,2,0,0,2,7,7,7,5,5,0,0,1,0,0,4,1
PosY,0,0,0,4,4,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,2,1,4,1,2,1,2,2,2,0,0,2,0,0,0,1,1,0,2,1,0,0,1,1
ItemIndex,2429,2579,2679,2879,2929,0,3029,2979,2529,3079,3129,3209,0,0,0,0,0,600,53,53,147,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802,3772,3772,0,55504,0,4001,3809,4001,3772,4012,62012,4041,4056,4059,4338,0,0,4653,0,0,0,0,0,0,4935,5228,0,5247,5531,5535
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,600,600,0,10,0,0,1,0,600,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,8,8,8,4,6,0,8,8,8,6,8,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,2,0,1,2,2,3,0,3,2,0,0,3,0,0,0,0,0,0,1,2,0,5,2,4
PosY,0,0,0,4,4,0,0,0,0,3,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,4,2,4,4,1,2,1,0,2,3,0,0,1,0,0,0,0,0,0,2,1,0,1,2,0
ItemIndex,2430,2580,2680,2880,2930,0,3030,2980,2530,0,3130,3210,0,0,0,0,0,900,303,303,397,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54501,3786,3786,0,55505,0,3771,3810,3771,3786,4013,6138,4052,4057,4061,4329,0,0,4655,0,0,0,0,0,0,4934,5249,0,5248,5527,5539
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0,10,0,200,1,200,150,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,9,9,9,6,8,0,9,9,9,0,9,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,4,0,0,3,0,2,3,0,4,3,1,1,0,0,5,0,0,0,0,0,0,2,0,0,8,5,2
PosY,0,0,0,4,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1,0,2,2,2,4,1,3,1,1,2,4,0,0,1,0,0,0,0,0,0,2,2,0,1,1,1
ItemIndex,2471,2621,2721,2881,0,0,0,0,0,0,0,0,0,0,0,0,0,899,553,553,647,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54502,3787,3787,0,0,0,3772,3811,3772,3787,4014,0,4027,4064,4062,4330,0,0,0,0,0,0,0,0,0,4941,5250,0,5252,5528,5536
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0,0,600,1,600,500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,1,4,1,3,4,0,0,4,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,6,5
PosY,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,2,2,2,4,1,0,2,1,2,4,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0
ItemIndex,2472,2622,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,803,803,897,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3801,3803,0,0,0,3786,3812,3786,3803,4015,0,4028,0,4063,4331,0,0,0,0,0,0,0,0,0,4944,5251,0,5253,5545,5540
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,150,1,150,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,5,0,1,0,3,3,0,0,0,0,0,0,0,0,0,4,2,0,1,7,3
PosY,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,1,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1
ItemIndex,2473,2623,2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,203,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802,3804,0,0,0,3787,3801,3787,3804,0,0,4029,0,0,4332,0,0,0,0,0,0,0,0,0,4945,5229,0,0,0,5546
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,500,5,500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,3,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
PosY,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
ItemIndex,2474,2624,2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,453,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3803,3805,0,0,0,3801,3802,0,3805,0,0,4042,0,0,4339,0,0,0,0,0,0,0,0,0,4929,0,0,0,0,5547
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,2,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
PosY,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ItemIndex,2475,2625,2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,703,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3804,3806,0,0,0,3802,3803,0,3806,0,0,4053,0,0,4341,0,0,0,0,0,0,0,0,0,4952,0,0,0,0,0
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,2,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosY,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ItemIndex,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,953,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3805,3807,0,0,0,3803,3804,0,3807,0,0,4030,0,0,4342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosY,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ItemIndex,2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3806,3808,0,0,0,3804,3805,0,3808,0,0,4031,0,0,4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,4,0,5,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosY,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ItemIndex,2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,353,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54501,54501,0,0,0,3805,3806,0,3809,0,0,4039,0,0,4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosY,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ItemIndex,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54502,54502,0,0,0,3806,3807,0,3810,0,0,4043,0,0,4346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StackCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosX,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PosY,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,3,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
