39317.48472,Name,Rank,Type,Code,Attribute,Description,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,No Data,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape
25044,Stiletto +4,0,4,0,0,1024,2,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,12,283,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3174,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2052,2053,2053,2055,2055,4,99,108,0,0,0,0,0,0,10,18,0,0,25043,25045,0,0,1,0,0
25045,Stiletto +5,0,4,0,0,1024,2,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,12,283,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3175,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2052,2053,2053,2055,2055,5,119,130,0,0,0,0,0,0,10,18,0,0,25044,25046,0,0,1,0,0
25046,Stiletto +6,0,4,0,0,1024,2,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,12,283,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3176,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2052,2053,2053,2055,2055,6,144,157,0,0,0,0,0,0,10,18,0,0,25045,25047,0,0,1,0,0
25047,Stiletto +7,0,4,0,0,1024,2,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,12,283,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3177,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2052,2053,2053,2055,2055,7,175,190,0,0,0,0,0,0,12,18,0,0,25046,25048,0,0,1,0,0
25048,Stiletto +8,0,4,0,0,1024,2,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,12,283,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3178,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2052,2053,2053,2055,2055,8,212,229,0,0,0,0,0,0,12,18,0,0,25047,25049,0,0,1,0,0
25049,Stiletto +9,0,4,0,0,1024,2,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,12,283,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3179,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2052,2053,2053,2055,2055,9,255,274,0,0,0,0,0,0,12,18,0,0,25048,0,0,0,1,0,0
2404,Battle Katar,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,18,752,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3180,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,0,94,95,0,0,0,0,0,0,11,26,0,0,0,25011,0,0,1,0,0
25011,Battle Katar +1,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,18,752,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3181,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,1,97,100,0,0,0,0,0,0,11,26,0,0,2404,25012,0,0,1,0,0
25012,Battle Katar +2,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,18,752,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3182,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,2,103,108,0,0,0,0,0,0,11,26,0,0,25011,25013,0,0,1,0,0
25013,Battle Katar +3,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,18,752,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3183,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,3,113,120,0,0,0,0,0,0,11,26,0,0,25012,25014,0,0,1,0,0
25014,Battle Katar +4,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,18,752,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3184,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,4,128,137,0,0,0,0,0,0,13,26,0,0,25013,25015,0,0,1,0,0
25015,Battle Katar +5,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,18,752,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3185,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,5,148,159,0,0,0,0,0,0,13,26,0,0,25014,25016,0,0,1,0,0
25016,Battle Katar +6,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,18,752,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3186,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,6,176,189,0,0,0,0,0,0,13,26,0,0,25015,25017,0,0,1,0,0
25017,Battle Katar +7,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,18,752,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3187,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,7,213,229,0,0,0,0,0,0,15,26,0,0,25016,25018,0,0,1,0,0
25018,Battle Katar +8,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,18,752,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3188,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,8,265,284,0,0,0,0,0,0,15,26,0,0,25017,25019,0,0,1,0,0
25019,Battle Katar +9,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,18,752,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3189,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,9,347,370,0,0,0,0,0,0,15,26,0,0,25018,0,0,0,1,0,0
2405,Blaze Rod,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,1668,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3190,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,0,125,127,0,0,0,0,0,0,14,35,0,0,0,25031,0,0,1,0,0
25031,Blaze Rod +1,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,1668,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3191,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,1,128,132,0,0,0,0,0,0,14,35,0,0,2405,25032,0,0,1,0,0
25032,Blaze Rod +2,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,1668,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3192,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,2,134,140,0,0,0,0,0,0,14,35,0,0,25031,25033,0,0,1,0,0
25033,Blaze Rod +3,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,1668,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3193,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,3,144,152,0,0,0,0,0,0,14,35,0,0,25032,25034,0,0,1,0,0
25034,Blaze Rod +4,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,1668,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3194,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,4,159,169,0,0,0,0,0,0,16,35,0,0,25033,25035,0,0,1,0,0
25035,Blaze Rod +5,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,1668,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3195,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,5,179,191,0,0,0,0,0,0,16,35,0,0,25034,25036,0,0,1,0,0
25036,Blaze Rod +6,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,1668,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3196,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,6,209,223,0,0,0,0,0,0,16,35,0,0,25035,25037,0,0,1,0,0
25037,Blaze Rod +7,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,1668,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3197,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,7,249,266,0,0,0,0,0,0,18,35,0,0,25036,25038,0,0,1,0,0
25038,Blaze Rod +8,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,1668,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3198,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,8,305,325,0,0,0,0,0,0,18,35,0,0,25037,25039,0,0,1,0,0
25039,Blaze Rod +9,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,1668,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3199,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2053,2055,2055,9,391,415,0,0,0,0,0,0,18,35,0,0,25038,0,0,0,1,0,0
2406,Peskaz,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,2904,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3200,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2054,2055,2056,0,158,159,0,0,0,0,0,0,17,43,0,0,0,25051,0,0,1,0,0
25051,Peskaz +1,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,2904,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3201,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2054,2055,2056,1,161,164,0,0,0,0,0,0,17,43,0,0,2406,25052,0,0,1,0,0
25052,Peskaz +2,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,2904,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3202,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2054,2055,2056,2,167,172,0,0,0,0,0,0,17,43,0,0,25051,25053,0,0,1,0,0
25053,Peskaz +3,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,2904,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3203,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2054,2055,2056,3,177,184,0,0,0,0,0,0,17,43,0,0,25052,25054,0,0,1,0,0
25054,Peskaz +4,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,2904,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3204,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2054,2055,2056,4,192,201,0,0,0,0,0,0,19,43,0,0,25053,25055,0,0,1,0,0
25055,Peskaz +5,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,2904,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3205,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2054,2055,2056,5,212,223,0,0,0,0,0,0,19,43,0,0,25054,25056,0,0,1,0,0
25056,Peskaz +6,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,2904,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3206,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2054,2055,2056,6,245,258,0,0,0,0,0,0,19,43,0,0,25055,25057,0,0,1,0,0
25057,Peskaz +7,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,2904,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3207,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2054,2055,2056,7,288,304,0,0,0,0,0,0,21,43,0,0,25056,25058,0,0,1,0,0
25058,Peskaz +8,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,2904,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3208,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2054,2055,2056,8,347,366,0,0,0,0,0,0,21,43,0,0,25057,25059,0,0,1,0,0
25059,Peskaz +9,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,2904,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3209,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2054,2055,2056,9,437,461,0,0,0,0,0,0,21,43,0,0,25058,0,0,0,1,0,0
2407,Bazzled Gale,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,5531,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3210,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2054,2055,2056,0,192,194,0,0,0,0,0,0,20,52,0,0,0,25061,0,0,1,0,0
25061,Bazzled Gale +1,0,4,0,0,1024,2,0100-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,5531,1,2,0,0,1,1,0,0,15,35,50,3,2,1,3211,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2053,2053,2054,2055,2056,1,195,199,0,0,0,0,0,0,20,52,0,0,2407,25062,0,0,1,0,0
