DwInfoIndex,DwExploreRange,DwSight,DwPersuitRange,DwAvoidRange,DwExploreStandDelay,DwExploreMoveDelay,DwStandDelay,DwMoveDelay,DwFollowMyMasterRange,DwStopMasterNear,DwWarpMyMasterRange,DwCallTeamPossibelHP,DwCallTeamCount,DwBlockNFirstAttack,dwCallTeamCell,dwFollowTarget,dwSpecialAttackStartHP,dwSpecialMeleeAttackRate,dwSpecialRangeAttackRate,DwPowerAttacjStartHP,dwPowerMeleeAttackProbable,dwPowerRangeAttackProbable,DwUnderAttackAggro,DwMeleeAttackRangeInAggro,DwRangeAttackRangeInAggro,DwSightInAggro,DwDefeatAggro,DwBlockedAggro,DwSlideAggro,DwHealAggro,DwMasterUnderAttackAggro,DwMasterDefeatAggro,DwMasterBlockingAggro,DwMasterSlideAggro,DwCOmplusionUnderAttackAggro,dwMaxSummonsMonsterCount,dwReSummonsMonsterTick,dwMaxSummonsMonsterRange,dwSummonsStartPcCount,PatternType
1604,6,8,20,6,2000,2000,1200,1000,0,0,0,50,3,0,4,3,0,0,0,0,0,0,10,5,0,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
1605,6,8,20,6,2000,2000,1200,1000,0,0,0,50,3,0,4,3,0,0,0,0,0,0,10,5,0,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
1701,6,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,2,0,0,0,0,0,0,10,5,2,2,12,5,2,0,0,0,0,0,0,0,0,0,0,1
1702,6,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,2,0,0,0,0,0,0,10,5,0,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
1703,6,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,2,0,0,0,0,0,0,10,5,0,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
1704,6,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,2,0,0,0,0,0,0,10,0,2,2,12,5,2,0,0,0,0,0,0,0,0,0,0,1
1705,6,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,2,0,0,0,0,0,0,10,0,2,2,12,5,2,0,0,0,0,0,0,0,0,0,0,1
1706,6,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,2,0,0,0,0,0,0,10,5,0,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
1707,6,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,2,0,0,0,0,0,0,10,0,3,2,12,5,2,0,0,0,0,0,0,0,0,0,0,1
1708,6,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,2,0,0,0,0,0,0,10,5,0,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
1709,6,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,2,0,0,0,0,0,0,10,1,3,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
1710,6,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,2,0,0,0,0,0,0,15,5,0,2,12,5,1,0,0,0,0,0,0,0,0,0,0,1
1711,6,8,20,6,2000,2000,1200,1000,0,0,0,50,2,0,4,2,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1801,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,6,1,1
1802,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,6,1,1
1803,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1901,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,5000,5,1,1
1902,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,5000,5,1,1
1903,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,5000,5,1,1
1904,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,5000,5,1,1
1905,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,5000,5,1,1
1906,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,5000,5,1,1
1907,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,5000,5,1,1
1908,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,5000,5,1,1
1909,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1910,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1911,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1912,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,2,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1913,6,15,20,6,2000,2000,1200,1000,0,0,0,50,3,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1914,6,15,20,6,2000,2000,1200,1000,0,0,0,50,3,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1915,6,15,20,6,2000,2000,1200,1000,0,0,0,50,3,0,4,3,100,20,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1916,6,15,20,6,2000,2000,1200,1000,0,0,0,50,3,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1917,6,15,20,6,2000,2000,1200,1000,0,0,0,50,3,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1918,6,15,20,6,2000,2000,1200,1000,0,0,0,50,3,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1919,6,15,20,6,2000,2000,1200,1000,0,0,0,50,3,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1920,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,4,100,20,0,100,10,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,5,1,1
1921,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,4,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,5,1,1
1922,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,4,100,20,0,100,10,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,5,1,1
1923,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,4,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1924,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,4,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1925,6,15,20,6,2000,2000,1200,1000,0,0,0,50,5,0,4,4,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1926,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,4,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,5,1,1
1927,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,4,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,5,1,1
1928,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,4,100,20,0,100,15,0,18,10,0,2,20,10,5,0,0,0,0,0,0,3,20000,7,2,1
1929,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,4,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1930,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,4,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1931,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,4,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1932,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
1933,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2000,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2001,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2002,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2003,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2004,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2005,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,4,1,1
2006,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,100,20,0,100,10,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,4,1,1
2007,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,100,20,0,100,10,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,4,1,1
2008,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,100,20,0,100,10,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,4,1,1
2009,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,4,100,20,0,100,15,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,4,1,1
2020,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2021,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,100,50,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2022,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2023,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,100,50,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2024,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,5,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2025,6,15,18,6,2000,2000,1200,1000,0,0,0,50,3,0,4,3,100,20,0,100,15,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,5,1,1
2026,6,15,18,6,2000,2000,1200,1000,0,0,0,50,5,0,4,5,100,20,0,100,15,0,18,10,0,2,20,10,5,0,0,0,0,0,0,4,10000,5,1,1
2027,6,16,18,6,2000,2000,1200,2000,0,0,0,50,5,0,4,5,80,15,0,100,60,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2030,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,0
2031,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,0
2032,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,50,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2033,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2034,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,50,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2036,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2037,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,20,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2045,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,20,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2046,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,25,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2047,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2048,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2049,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2050,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2051,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2052,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2053,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,50,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2054,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,100,50,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2055,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,100,50,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2056,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2057,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
2058,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2059,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2060,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2061,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2062,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2063,0,0,0,0,2000,2000,1200,1000,0,0,0,0,2,0,4,2,0,0,0,0,0,0,6,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2
2064,6,15,18,6,2000,2000,1200,1000,0,0,0,50,2,0,4,3,0,0,0,0,0,0,18,10,0,2,20,10,5,0,0,0,0,0,0,0,0,0,0,1
